Transaction_ID,Date,SKU_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Store_Location,Payment_Method,Discount_Applied,Customer_Type,Channel
T010972,2024-10-18,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,9,500.0,4500.0,Central,Net Banking,566.56,Family,Mobile App
T010973,2023-09-24,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),12,600.0,7200.0,North,Wallet,783.74,Business,Mobile App
T010974,2024-04-03,70167474,Amul Frozen Paratha 400g,Bakery & Frozen,10,250.0,2500.0,West,Wallet,436.67,Family,Mobile App
T010975,2025-06-17,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,8,238.0,1904.0,North,Wallet,140.95,Returning,Online Portal
T010976,2024-04-21,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,11,150.0,1650.0,South,Card,276.98,Seasonal,franchise store
T010977,2025-01-15,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,6,200.0,1200.0,North,Wallet,119.78,Business,Mobile App
T010978,2025-03-07,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,14,150.0,2100.0,West,Wallet,84.58,Regular,Offline Store
T010979,2024-08-22,83184284,Amul Kool Koko 200ml,Beverages,13,120.0,1560.0,Central,Net Banking,103.42,Seasonal,Online Portal
T010980,2024-01-25,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,12,357.0,4284.0,South,Card,218.13,New,Mobile App
T010981,2025-01-16,54796676,Amul White Butter 500g,Ghee & Cooking Essentials,18,800.0,14400.0,Central,UPI,349.59,Business,Mobile App
T010982,2023-12-04,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,8,100.0,800.0,East,Cash,0.75,Returning,Online Portal
T010983,2024-04-30,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,23,436.0,10028.0,South,UPI,541.93,Occasional,Offline Store
T010984,2025-02-08,36576395,Amul Kool Café Can 250ml,Others,14,500.0,7000.0,North,Card,65.05,Business,franchise store
T010985,2024-04-18,14701085,Amul Kool Elaichi Milk 200ml,Beverages,13,120.0,1560.0,East,Net Banking,94.08,New,Online Portal
T010986,2024-08-30,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),13,600.0,7800.0,West,Card,1119.75,VIP,Offline Store
T010987,2024-02-29,16267619,Amul Garlic & Herbs Butter 100g,Butter & Spreads,25,50.0,1250.0,East,Card,121.35,New,Offline Store
T010988,2025-02-16,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,8,238.0,1904.0,Central,Card,50.65,Regular,Online Portal
T010989,2024-06-15,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,18,177.0,3186.0,North,Wallet,193.26,Family,Mobile App
T010990,2023-11-28,6094027,Amul Kool Flavoured Milk Bottle 200ml,Beverages,18,120.0,2160.0,North,Net Banking,146.97,Family,Offline Store
T010991,2023-09-20,83184284,Amul Kool Koko 200ml,Beverages,17,120.0,2040.0,East,Net Banking,305.34,VIP,Online Portal
T010992,2024-06-19,16367289,Amul Strawberry Magic 750ml,Ice Creams,14,300.0,4200.0,West,Net Banking,288.62,Returning,Mobile App
T010993,2025-06-01,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,7,500.0,3500.0,West,Card,137.04,Seasonal,Offline Store
T010994,2023-10-29,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,17,150.0,2550.0,West,UPI,37.87,Seasonal,Offline Store
T010995,2024-05-16,57937380,Amul Protein Shake Chocolate 200ml,Health & Nutrition,16,600.0,9600.0,East,Cash,2.85,Business,Offline Store
T010996,2024-01-23,54796676,Amul White Butter 500g,Ghee & Cooking Essentials,12,800.0,9600.0,South,UPI,1032.38,Regular,franchise store
T010997,2025-07-08,58937020,Amul Chocolate Brownie 100g,Bakery Items,14,218.0,3052.0,North,Wallet,428.56,Occasional,Online Portal
T010998,2025-08-22,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),16,600.0,9600.0,North,UPI,1650.42,Occasional,Offline Store
T010999,2025-05-01,68165390,Amul Kool Café 200ml,Beverages,10,51.0,510.0,Central,Wallet,24.4,Loyal,Offline Store
T011000,2024-09-20,26598550,Amul Masti Buttermilk 500ml,Dairy Products,12,100.0,1200.0,Central,Wallet,215.25,Business,Mobile App
T011001,2024-09-22,25444452,Amul Ice Cream Cake 1kg,Others,12,500.0,6000.0,East,Net Banking,926.6,Regular,Online Portal
T011002,2024-01-17,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),7,301.0,2107.0,East,Net Banking,263.5,First-time,Mobile App
T011003,2024-05-09,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,15,300.0,4500.0,North,Cash,479.81,First-time,Online Portal
T011004,2023-09-16,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,8,200.0,1600.0,East,Net Banking,246.07,Seasonal,Mobile App
T011005,2024-10-12,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,16,500.0,8000.0,East,Cash,262.71,VIP,Offline Store
T011006,2025-02-15,5752287,Amul Camel Milk Chocolate 150g,Others,14,123.0,1722.0,North,Cash,11.27,Occasional,Online Portal
T011007,2024-03-09,70134094,Amul Tru Apple Juice 200ml,Beverages,13,74.0,962.0,North,Wallet,120.63,Loyal,franchise store
T011008,2024-04-16,25032666,Amul Gold Milk 1L,Dairy Products,14,100.0,1400.0,North,Cash,86.67,Business,Offline Store
T011009,2025-02-17,62232487,Amul Milk Chocolate 150g,Chocolates,10,115.0,1150.0,Central,Cash,30.01,Family,Online Portal
T011010,2024-10-29,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,22,400.0,8800.0,Central,Cash,217.64,Seasonal,Offline Store
T011011,2024-01-31,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,11,400.0,4400.0,Central,Card,844.32,Family,Mobile App
T011012,2025-05-30,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,9,500.0,4500.0,East,Net Banking,451.54,First-time,Mobile App
T011013,2025-07-03,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,14,177.0,2478.0,West,Card,419.82,Family,Mobile App
T011014,2023-10-12,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,14,703.0,9842.0,South,UPI,127.39,Returning,franchise store
T011015,2023-11-05,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,13,550.0,7150.0,West,Card,6.94,Occasional,Online Portal
T011016,2024-06-29,81997831,Amul Cheese Crackers 120g,Snacks & Savories,21,509.0,10689.0,West,Wallet,698.91,First-time,franchise store
T011017,2023-09-22,5752287,Amul Camel Milk Chocolate 150g,Others,18,123.0,2214.0,Central,Card,73.58,VIP,franchise store
T011018,2025-02-07,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,9,150.0,1350.0,North,UPI,52.92,Occasional,Online Portal
T011019,2025-02-15,62882309,Amul Frozen Paneer Tikka 500g,Bakery & Frozen,15,250.0,3750.0,East,Wallet,622.44,Regular,Online Portal
T011020,2024-02-05,11289388,Amul Rasmalai 500g,Specialty Products,18,400.0,7200.0,East,Card,356.22,VIP,Mobile App
T011021,2024-03-23,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,23,150.0,3450.0,South,Card,288.91,Loyal,Online Portal
T011022,2023-11-25,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,2,68.0,136.0,North,Wallet,22.64,Returning,franchise store
T011023,2023-10-20,28937579,Amul Chocolate Donut 80g,Bakery Items,9,429.0,3861.0,South,Card,485.92,Returning,franchise store
T011024,2023-10-28,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,19,550.0,10450.0,East,Card,1646.51,Business,Mobile App
T011025,2023-12-04,68165390,Amul Kool Café 200ml,Beverages,11,51.0,561.0,East,Net Banking,27.91,New,Mobile App
T011026,2025-05-06,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,5,500.0,2500.0,South,UPI,195.53,Loyal,Online Portal
T011027,2025-03-22,57937380,Amul Protein Shake Chocolate 200ml,Health & Nutrition,23,600.0,13800.0,West,Cash,2697.52,Returning,franchise store
T011028,2024-08-11,43280889,Amul Malai Paneer 1kg,Dairy Products,11,100.0,1100.0,Central,UPI,41.35,Loyal,Offline Store
T011029,2025-03-15,12571772,Amul Basundi 1L,Specialty Products,31,400.0,12400.0,Central,Net Banking,13.12,Family,Mobile App
T011030,2023-12-15,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,8,30.0,240.0,North,Net Banking,10.84,Occasional,Offline Store
T011031,2024-09-25,40563084,Amul Pure Ghee 500ml,Ghee & Cooking Essentials,31,411.0,12741.0,South,Net Banking,1837.74,Regular,Offline Store
T011032,2025-08-17,18009972,Amul Organic Ghee 500ml,Others,8,500.0,4000.0,South,UPI,112.46,Loyal,Mobile App
T011033,2024-01-11,69924743,Amul Shrikhand Mango 500g,Specialty Products,15,400.0,6000.0,West,UPI,645.77,Occasional,franchise store
T011034,2023-10-03,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,7,300.0,2100.0,South,Card,377.01,Business,Online Portal
T011035,2024-04-28,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,4,250.0,1000.0,Central,Cash,126.71,VIP,Online Portal
T011036,2024-03-20,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,16,149.0,2384.0,Central,UPI,70.35,First-time,Mobile App
T011037,2024-08-27,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),24,600.0,14400.0,South,Net Banking,2790.79,VIP,Mobile App
T011038,2024-04-17,83184284,Amul Kool Koko 200ml,Beverages,19,120.0,2280.0,Central,Card,230.38,New,Online Portal
T011039,2025-06-25,44564353,Amul Fresh Cream 250ml,Dairy Products,6,100.0,600.0,South,Wallet,72.11,Loyal,Offline Store
T011040,2023-10-20,25444452,Amul Ice Cream Cake 1kg,Others,12,500.0,6000.0,West,UPI,728.16,Regular,Offline Store
T011041,2024-04-07,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,14,500.0,7000.0,South,UPI,183.96,VIP,franchise store
T011042,2024-05-04,83184284,Amul Kool Koko 200ml,Beverages,14,120.0,1680.0,Central,Wallet,124.38,Occasional,Mobile App
T011043,2025-02-05,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),16,600.0,9600.0,Central,Cash,811.04,Regular,Mobile App
T011044,2024-01-11,83184284,Amul Kool Koko 200ml,Beverages,15,120.0,1800.0,East,Net Banking,69.91,Returning,Mobile App
T011045,2024-11-09,26598550,Amul Masti Buttermilk 500ml,Dairy Products,12,100.0,1200.0,Central,Card,72.84,Regular,franchise store
T011046,2023-09-28,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),12,600.0,7200.0,North,Wallet,823.92,Seasonal,Online Portal
T011047,2025-04-08,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,8,250.0,2000.0,East,Cash,131.71,Business,Mobile App
T011048,2024-11-14,31256377,Amul Happy Treats Veggie Stix 400g,Others,23,500.0,11500.0,North,Card,1320.94,Business,Online Portal
T011049,2024-06-24,14909382,Amul Cassata Slice 120ml,Ice Creams,16,56.0,896.0,South,Cash,54.5,New,franchise store
T011050,2024-01-30,14701085,Amul Kool Elaichi Milk 200ml,Beverages,14,120.0,1680.0,Central,Card,323.2,Seasonal,Mobile App
T011051,2024-06-30,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,6,250.0,1500.0,Central,Wallet,266.7,VIP,Offline Store
T011052,2024-04-12,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,17,550.0,9350.0,Central,Card,156.4,New,franchise store
T011053,2024-09-09,34223963,Amul Vanilla Muffin 90g,Bakery Items,9,51.0,459.0,West,Cash,24.93,First-time,Mobile App
T011054,2024-03-05,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),11,600.0,6600.0,North,Net Banking,903.47,First-time,Online Portal
T011055,2025-04-23,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,South,Wallet,928.47,New,franchise store
T011056,2024-09-26,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,16,30.0,480.0,North,Net Banking,63.23,Returning,Online Portal
T011057,2024-07-06,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,16,245.0,3920.0,West,UPI,397.17,Regular,Offline Store
T011058,2024-06-17,62232487,Amul Milk Chocolate 150g,Chocolates,12,115.0,1380.0,South,Wallet,69.3,First-time,Offline Store
T011059,2023-08-27,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,12,400.0,4800.0,East,Wallet,535.37,First-time,Offline Store
T011060,2025-08-11,18315080,Amul Paneer 200g,Dairy Products,20,61.0,1220.0,North,Card,124.72,New,Online Portal
T011061,2024-04-05,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,20,150.0,3000.0,West,Cash,111.08,Occasional,Offline Store
T011062,2025-03-04,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,14,30.0,420.0,South,Wallet,73.18,VIP,Mobile App
T011063,2023-12-11,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,22,100.0,2200.0,East,Wallet,419.44,Business,franchise store
T011064,2025-05-30,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,10,500.0,5000.0,East,Card,729.86,Business,Offline Store
T011065,2024-01-13,21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,17,223.0,3791.0,North,Cash,165.58,Regular,Online Portal
T011066,2024-06-10,14909382,Amul Cassata Slice 120ml,Ice Creams,19,56.0,1064.0,Central,Net Banking,80.54,VIP,Online Portal
T011067,2025-07-22,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,3,250.0,750.0,Central,UPI,59.02,VIP,Mobile App
T011068,2024-07-26,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),16,375.0,6000.0,South,Cash,716.02,Loyal,Mobile App
T011069,2025-06-17,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),17,375.0,6375.0,North,Wallet,156.62,Business,franchise store
T011070,2023-09-17,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,19,500.0,9500.0,Central,Net Banking,1672.03,Loyal,Mobile App
T011071,2024-01-25,16994393,Amul Taaza Milk 1L,Dairy Products,15,100.0,1500.0,West,Card,231.14,First-time,Online Portal
T011072,2025-06-01,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,12,400.0,4800.0,South,Card,28.65,Occasional,Online Portal
T011073,2024-02-13,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,13,250.0,3250.0,South,Cash,298.81,Occasional,Offline Store
T011074,2024-03-24,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,33,436.0,14388.0,North,Wallet,1037.12,Returning,Online Portal
T011075,2024-02-28,91980489,Amul Masala Peanuts 250g,Snacks & Savories,15,258.0,3870.0,West,Net Banking,147.98,Returning,Offline Store
T011076,2024-08-24,79291279,Amul Butter 500g,Butter & Spreads,14,200.0,2800.0,East,Net Banking,19.6,Returning,franchise store
T011077,2024-07-19,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,19,150.0,2850.0,South,Card,559.4,Business,Online Portal
T011078,2024-03-06,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,19,100.0,1900.0,Central,UPI,356.22,First-time,Online Portal
T011079,2023-10-08,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,7,800.0,5600.0,Central,Net Banking,863.73,First-time,Mobile App
T011080,2024-05-18,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,12,800.0,9600.0,South,Cash,446.83,Regular,Offline Store
T011081,2023-12-23,82147020,Amul Almond Bar 40g,Chocolates,8,57.0,456.0,South,Wallet,28.26,Family,Online Portal
T011082,2024-06-27,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,18,300.0,5400.0,East,Wallet,384.68,Occasional,franchise store
T011083,2025-02-08,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,9,357.0,3213.0,Central,Wallet,523.51,VIP,Offline Store
T011084,2024-07-30,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,13,100.0,1300.0,Central,Net Banking,246.8,Family,franchise store
T011085,2023-10-09,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),18,375.0,6750.0,South,Cash,1218.02,Seasonal,franchise store
T011086,2023-11-11,43280889,Amul Malai Paneer 1kg,Dairy Products,8,100.0,800.0,West,Cash,141.31,Seasonal,Mobile App
T011087,2024-08-19,82147020,Amul Almond Bar 40g,Chocolates,21,57.0,1197.0,East,Net Banking,12.74,VIP,Online Portal
T011088,2025-04-04,16367289,Amul Strawberry Magic 750ml,Ice Creams,9,300.0,2700.0,West,Wallet,125.72,Returning,Mobile App
T011089,2024-04-22,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,21,177.0,3717.0,North,Card,731.02,Family,Offline Store
T011090,2024-06-19,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,23,550.0,12650.0,Central,Net Banking,2157.26,Regular,Mobile App
T011091,2024-01-27,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,10,500.0,5000.0,East,Card,365.35,Business,Online Portal
T011092,2023-12-07,58937020,Amul Chocolate Brownie 100g,Bakery Items,12,218.0,2616.0,North,UPI,95.13,New,Offline Store
T011093,2024-07-27,6094027,Amul Kool Flavoured Milk Bottle 200ml,Beverages,13,120.0,1560.0,West,Card,240.07,VIP,franchise store
T011094,2024-01-20,14701085,Amul Kool Elaichi Milk 200ml,Beverages,17,120.0,2040.0,East,Wallet,232.38,Business,Offline Store
T011095,2023-08-27,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,9,500.0,4500.0,West,Wallet,777.07,Loyal,Mobile App
T011096,2025-03-11,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,9,500.0,4500.0,North,Net Banking,678.84,Family,Offline Store
T011097,2024-11-14,70134094,Amul Tru Apple Juice 200ml,Beverages,14,74.0,1036.0,South,Card,158.65,Occasional,franchise store
T011098,2025-07-02,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,15,300.0,4500.0,South,Net Banking,483.38,Business,franchise store
T011099,2023-11-08,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,East,Net Banking,645.46,Seasonal,Offline Store
T011100,2025-04-19,16367289,Amul Strawberry Magic 750ml,Ice Creams,4,300.0,1200.0,South,UPI,28.61,Occasional,Mobile App
T011101,2023-12-29,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,12,357.0,4284.0,West,UPI,1.77,First-time,franchise store
T011102,2025-04-11,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,15,99.0,1485.0,West,Cash,181.18,Seasonal,Mobile App
T011103,2023-10-14,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,15,150.0,2250.0,North,UPI,203.14,VIP,Offline Store
T011104,2023-11-04,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,12,150.0,1800.0,South,Card,321.77,Seasonal,Mobile App
T011105,2025-06-07,83950377,Amul Veggie Sticks 100g,Snacks & Savories,12,85.0,1020.0,South,Cash,189.15,Seasonal,franchise store
T011106,2024-07-30,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,18,150.0,2700.0,North,Wallet,9.41,Family,Online Portal
T011107,2024-08-25,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,10,100.0,1000.0,North,Net Banking,31.42,Returning,Offline Store
T011108,2024-05-21,91017437,Amul Lactose-Free Milk 1L,Dairy Products,9,100.0,900.0,East,Card,1.78,First-time,Online Portal
T011109,2025-03-15,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,25,600.0,15000.0,West,Wallet,1487.35,Returning,franchise store
T011110,2024-03-27,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,11,400.0,4400.0,East,Card,501.37,New,franchise store
T011111,2024-12-14,81997831,Amul Cheese Crackers 120g,Snacks & Savories,14,509.0,7126.0,West,UPI,965.75,VIP,Mobile App
T011112,2024-05-14,36576395,Amul Kool Café Can 250ml,Others,28,500.0,14000.0,South,UPI,1498.29,VIP,Online Portal
T011113,2024-05-02,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,10,500.0,5000.0,Central,Card,274.37,Loyal,franchise store
T011114,2024-01-14,21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,18,223.0,4014.0,South,UPI,388.64,Loyal,Offline Store
T011115,2025-01-20,69924743,Amul Shrikhand Mango 500g,Specialty Products,4,400.0,1600.0,South,Cash,257.76,Business,Offline Store
T011116,2024-05-12,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),16,600.0,9600.0,Central,Net Banking,929.14,Returning,franchise store
T011117,2024-02-08,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,9,178.0,1602.0,North,UPI,210.82,New,Offline Store
T011118,2024-12-31,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,19,150.0,2850.0,South,UPI,518.06,Family,Mobile App
T011119,2025-02-25,58937020,Amul Chocolate Brownie 100g,Bakery Items,8,218.0,1744.0,West,UPI,276.57,Family,Mobile App
T011120,2024-09-30,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,7,250.0,1750.0,West,Wallet,258.37,Seasonal,franchise store
T011121,2023-11-03,54796676,Amul White Butter 500g,Ghee & Cooking Essentials,9,800.0,7200.0,East,Card,1096.53,VIP,Mobile App
T011122,2025-01-22,25032666,Amul Gold Milk 1L,Dairy Products,14,100.0,1400.0,Central,Net Banking,45.15,Business,franchise store
T011123,2025-07-04,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,9,100.0,900.0,East,Wallet,38.91,Family,franchise store
T011124,2024-03-24,51772550,Amul Pizza Base 200g,Bakery & Frozen,25,250.0,6250.0,Central,Cash,760.82,First-time,Online Portal
T011125,2023-11-04,80016687,Amul Butter 100g,Butter & Spreads,23,198.0,4554.0,North,Net Banking,751.1,Family,Online Portal
T011126,2025-07-03,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,17,357.0,6069.0,Central,Net Banking,281.38,Business,Mobile App
T011127,2024-02-28,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,16,400.0,6400.0,West,Card,401.04,Seasonal,Mobile App
T011128,2023-10-14,1148473,Amul Camel Milk 500ml,Others,7,500.0,3500.0,South,Wallet,253.1,First-time,Offline Store
T011129,2025-05-01,62232487,Amul Milk Chocolate 150g,Chocolates,11,115.0,1265.0,North,Card,14.5,Regular,franchise store
T011130,2025-05-07,80405061,Amul A2 Cow Milk 1L,Others,10,500.0,5000.0,Central,Net Banking,196.2,Loyal,Mobile App
T011131,2023-09-08,26980737,Amul Tru Orange Juice 200ml,Beverages,14,116.0,1624.0,West,UPI,45.12,Regular,Mobile App
T011132,2024-12-20,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,14,68.0,952.0,Central,Net Banking,15.78,Seasonal,franchise store
T011133,2024-01-08,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,16,357.0,5712.0,Central,Net Banking,6.0,First-time,Offline Store
T011134,2023-12-29,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,18,149.0,2682.0,West,Cash,33.97,Regular,Offline Store
T011135,2025-02-11,6094027,Amul Kool Flavoured Milk Bottle 200ml,Beverages,16,120.0,1920.0,South,Cash,107.92,First-time,Online Portal
T011136,2024-11-06,26980737,Amul Tru Orange Juice 200ml,Beverages,23,116.0,2668.0,North,UPI,518.31,Returning,Offline Store
T011137,2025-08-21,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,11,600.0,6600.0,North,Cash,883.96,Seasonal,Offline Store
T011138,2025-01-11,83184284,Amul Kool Koko 200ml,Beverages,8,120.0,960.0,South,UPI,21.19,Returning,Mobile App
T011139,2024-09-26,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,15,300.0,4500.0,East,Cash,41.48,Occasional,Online Portal
T011140,2024-01-07,82806583,Amul Cheese Tin 500g,Others,4,500.0,2000.0,West,Card,144.73,Regular,Offline Store
T011141,2025-06-07,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,19,245.0,4655.0,North,Wallet,836.29,Business,franchise store
T011142,2025-01-01,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),21,600.0,12600.0,East,Cash,853.81,Occasional,Online Portal
T011143,2025-04-09,80016687,Amul Butter 100g,Butter & Spreads,18,198.0,3564.0,West,Net Banking,391.61,Loyal,franchise store
T011144,2024-06-21,11288909,Amul Mithai Mate Condensed Milk 400g,Dairy Products,10,100.0,1000.0,South,Cash,90.61,Occasional,Online Portal
T011145,2023-10-12,16367289,Amul Strawberry Magic 750ml,Ice Creams,11,300.0,3300.0,Central,Cash,23.71,Occasional,Offline Store
T011146,2024-02-07,72940877,Amul Butter Cookies 200g,Others,7,500.0,3500.0,West,UPI,59.85,First-time,Online Portal
T011147,2025-08-17,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,19,500.0,9500.0,West,Net Banking,1808.28,Loyal,Online Portal
T011148,2024-10-20,69924743,Amul Shrikhand Mango 500g,Specialty Products,16,400.0,6400.0,North,Cash,1246.75,VIP,franchise store
T011149,2025-02-21,79291279,Amul Butter 500g,Butter & Spreads,20,200.0,4000.0,Central,Card,685.94,VIP,Online Portal
T011150,2024-07-21,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,15,99.0,1485.0,East,UPI,163.1,Occasional,Mobile App
T011151,2023-09-27,62232487,Amul Milk Chocolate 150g,Chocolates,13,115.0,1495.0,North,Wallet,156.62,Business,franchise store
T011152,2025-04-11,80405061,Amul A2 Cow Milk 1L,Others,11,500.0,5500.0,South,UPI,958.81,Family,Online Portal
T011153,2025-07-20,70415490,Amul Frozen Veggie Burger Patty 500g,Bakery & Frozen,8,250.0,2000.0,West,UPI,343.77,Loyal,Online Portal
T011154,2024-11-20,62232487,Amul Milk Chocolate 150g,Chocolates,7,115.0,805.0,Central,UPI,124.51,First-time,franchise store
T011155,2025-04-30,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,15,500.0,7500.0,Central,Wallet,428.25,Regular,Mobile App
T011156,2024-07-07,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,13,150.0,1950.0,South,Cash,140.81,VIP,Online Portal
T011157,2024-10-06,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,10,300.0,3000.0,South,Cash,463.34,Loyal,Mobile App
T011158,2024-04-19,51772550,Amul Pizza Base 200g,Bakery & Frozen,13,250.0,3250.0,West,Net Banking,468.55,VIP,Online Portal
T011159,2024-02-27,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),10,301.0,3010.0,East,Card,335.07,VIP,Offline Store
T011160,2024-01-07,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,11,177.0,1947.0,North,UPI,190.71,New,Online Portal
T011161,2024-11-02,80405061,Amul A2 Cow Milk 1L,Others,8,500.0,4000.0,North,Net Banking,413.37,Regular,franchise store
T011162,2024-04-02,44564353,Amul Fresh Cream 250ml,Dairy Products,8,100.0,800.0,East,Wallet,89.85,VIP,franchise store
T011163,2024-07-13,58937020,Amul Chocolate Brownie 100g,Bakery Items,20,218.0,4360.0,North,Cash,433.34,Business,Online Portal
T011164,2025-04-11,23548091,Amul Chocozoo Kids Pack 250g,Chocolates,12,150.0,1800.0,West,Wallet,87.58,First-time,franchise store
T011165,2024-10-10,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,West,Wallet,732.91,Business,franchise store
T011166,2024-10-28,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,6,250.0,1500.0,Central,UPI,214.84,New,franchise store
